Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
417,60,RL,74,7844,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Con1Norm,Con2Norm,1Fam,2Story,6,7,YearBuild_1978,YearRemodAdd_1978,Hip,CompShg,Ext1_HdBoard,Ext2_HdBoard,BrkFace,203,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,209,BsmtFinTyp2_Unf,0,463,672,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,KitchenQual_TA,6,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1978,Fin,2,440,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,3,YrSold_2006,WD,Normal,149500
418,70,RL,86,22420,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Con1Feedr,Con2Norm,1Fam,2Story,6,6,YearBuild_1918,YearRemodAdd_1950,Hip,CompShg,Ext1_Wd Sdng,Ext2_Stucco,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_BLQ,1128,BsmtFinTyp2_Unf,0,242,1370,HeatTyp_GasW,HeatQC_TA,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,KitchenQual_TA,10,Typ,1,FireplaceQual_Gd,Detchd,GarageYrBlt_1918,Unf,3,864,GarageQual_TA,GarageCond_TA,PavedDrive_N,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,11,YrSold_2007,WD,Normal,239000
419,50,RL,60,8160,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Con1Norm,Con2Norm,1Fam,1.5Fin,5,6,YearBuild_1940,YearRemodAdd_1950,Gable,CompShg,Ext1_MetalSd,Ext2_MetalSd,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,312,BsmtFinTyp2_Unf,0,444,756,HeatTyp_GasA,HeatQC_Fa,N,FuseF,756,378,0,1134,1,0,1,1,3,1,KitchenQual_TA,7,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1940,Unf,1,240,GarageQual_TA,GarageCond_TA,PavedDrive_P,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,4,YrSold_2007,WD,AdjLand,126000
420,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Con1Norm,Con2Norm,1Fam,1Story,5,6,YearBuild_1968,YearRemodAdd_1968,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_BLQ,775,BsmtFinTyp2_Unf,0,281,1056,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,KitchenQual_TA,6,Typ,1,FireplaceQual_Fa,Attchd,GarageYrBlt_1968,Unf,1,304,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,85,184,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2010,WD,Normal,142000
421,90,RM,78,7060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Con1Norm,Con2Norm,Duplex,SFoyer,7,5,YearBuild_1997,YearRemodAdd_1998,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,200,ExtQual_TA,ExtCond_Gd,PConc,BsmtQual_Gd,BsmtCond_Gd,BsmtExpo_Gd,BsmtFinTyp1_GLQ,1309,BsmtFinTyp2_Unf,0,35,1344,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1344,0,0,1344,2,0,2,0,2,2,KitchenQual_TA,8,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_1997,Fin,4,784,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,11,YrSold_2008,WD,Alloca,206300
422,20,RL,NA,16635,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Con1Norm,Con2Norm,1Fam,1Story,6,7,YearBuild_1977,YearRemodAdd_2000,Gable,CompShg,Ext1_CemntBd,Ext2_CmentBd,Stone,126,ExtQual_Gd,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,1246,BsmtFinTyp2_Unf,0,356,1602,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,KitchenQual_Gd,8,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1977,Fin,2,529,GarageQual_TA,GarageCond_TA,PavedDrive_Y,240,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2009,WD,Normal,215000
423,20,RL,100,21750,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Mitchel,Con1Artery,Con2Norm,1Fam,1Story,5,5,YearBuild_1954,YearRemodAdd_1954,Hip,CompShg,Ext1_HdBoard,Ext2_HdBoard,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,988,988,HeatTyp_GasA,HeatQC_Ex,Y,FuseA,988,0,0,988,0,0,1,0,2,1,KitchenQual_TA,4,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_1954,RFn,2,520,GarageQual_TA,GarageCond_TA,PavedDrive_N,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,2,YrSold_2008,WD,Normal,113000
424,60,RL,80,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Con1Norm,Con2Norm,1Fam,2Story,8,5,YearBuild_1998,YearRemodAdd_1998,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,473,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_GLQ,986,BsmtFinTyp2_Unf,0,484,1470,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,KitchenQual_Gd,8,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1998,Fin,3,696,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,66,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2008,WD,Normal,315000
425,20,RL,72,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Con1Norm,Con2Norm,1Fam,1Story,6,5,YearBuild_1956,YearRemodAdd_1956,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,BrkFace,74,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_LwQ,616,BsmtFinTyp2_Unf,0,580,1196,HeatTyp_GasA,HeatQC_Gd,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,KitchenQual_TA,6,Typ,1,FireplaceQual_Gd,Attchd,GarageYrBlt_1956,RFn,1,297,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,44,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,5,YrSold_2008,WD,Normal,139000
426,60,RM,60,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Con1Norm,Con2Norm,1Fam,2Story,7,8,YearBuild_1946,YearRemodAdd_1992,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,651,651,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,KitchenQual_TA,6,Typ,2,FireplaceQual_Gd,Detchd,GarageYrBlt_1947,Unf,1,240,GarageQual_TA,GarageCond_TA,PavedDrive_P,0,0,126,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,9,YrSold_2009,WD,Normal,135000
427,80,RL,NA,12800,Pave,NA,Reg,Low,AllPub,Inside,Mod,SawyerW,Con1Norm,Con2Norm,1Fam,SLvl,7,5,YearBuild_1989,YearRemodAdd_1989,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,BrkFace,145,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Gd,BsmtFinTyp1_GLQ,1518,BsmtFinTyp2_Unf,0,0,1518,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,KitchenQual_Gd,5,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1989,Fin,2,569,GarageQual_TA,GarageCond_TA,PavedDrive_Y,80,0,0,0,396,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,8,YrSold_2009,WD,Normal,275000
428,20,RL,77,8593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Con1Norm,Con2Norm,1Fam,1Story,4,6,YearBuild_1957,YearRemodAdd_1957,Hip,CompShg,Ext1_MetalSd,Ext2_MetalSd,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Rec,288,BsmtFinTyp2_Unf,0,619,907,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,KitchenQual_TA,5,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1964,Unf,1,352,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2008,WD,Normal,109008
429,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Con1Norm,Con2Norm,1Fam,1Story,7,5,YearBuild_2007,YearRemodAdd_2007,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,108,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_GLQ,664,BsmtFinTyp2_Unf,0,544,1208,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,KitchenQual_Gd,6,Typ,0,FireplaceQual_NA,Attchd,GarageYrBlt_2007,RFn,2,628,GarageQual_TA,GarageCond_TA,PavedDrive_Y,105,54,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,9,YrSold_2007,New,Partial,195400
430,20,RL,130,11457,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Con1Norm,Con2Norm,1Fam,1Story,6,5,YearBuild_1988,YearRemodAdd_1988,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Mn,BsmtFinTyp1_GLQ,1005,BsmtFinTyp2_Unf,0,387,1392,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,KitchenQual_Gd,6,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1988,Unf,2,576,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,169,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,3,YrSold_2009,WD,Normal,175000
431,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Con1Norm,Con2Norm,Twnhs,2Story,6,5,YearBuild_1971,YearRemodAdd_1971,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,BrkFace,232,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,387,BsmtFinTyp2_Unf,0,96,483,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,KitchenQual_TA,4,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1971,Unf,1,264,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2008,COD,Abnorml,85400
432,50,RM,60,5586,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Con1Feedr,Con2Norm,1Fam,1.5Fin,6,7,YearBuild_1920,YearRemodAdd_1998,Gable,CompShg,Ext1_MetalSd,Ext2_MetalSd,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,901,901,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,KitchenQual_TA,7,Typ,0,FireplaceQual_NA,NA,GarageYrBlt_NA,NA,0,0,GarageQual_NA,GarageCond_NA,PavedDrive_N,0,98,0,0,0,0,PoolQC_NA,Fence_MnPrv,MisFeature_NA,0,9,YrSold_2008,ConLD,Abnorml,79900
433,160,RM,24,1920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Con1Norm,Con2Norm,TwnhsE,2Story,5,5,YearBuild_1971,YearRemodAdd_1971,Gable,CompShg,Ext1_HdBoard,Ext2_HdBoard,BrkFace,376,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,471,BsmtFinTyp2_Unf,0,294,765,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,765,600,0,1365,1,0,1,1,2,1,KitchenQual_TA,6,Min1,0,FireplaceQual_NA,Detchd,GarageYrBlt_1971,Unf,2,440,GarageQual_TA,GarageCond_TA,PavedDrive_Y,240,36,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,8,YrSold_2007,WD,Normal,122500
434,60,RL,100,10839,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Con1Norm,Con2Norm,1Fam,2Story,6,5,YearBuild_1997,YearRemodAdd_1998,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_TA,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,926,926,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,KitchenQual_TA,7,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1997,Fin,2,470,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,36,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2008,WD,Normal,181000
435,180,RM,21,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Con1Norm,Con2Norm,Twnhs,SFoyer,4,7,YearBuild_1972,YearRemodAdd_1972,Gable,CompShg,Ext1_CemntBd,Ext2_CmentBd,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_ALQ,495,BsmtFinTyp2_Unf,0,135,630,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,KitchenQual_TA,3,Typ,0,FireplaceQual_NA,NA,GarageYrBlt_NA,NA,0,0,GarageQual_NA,GarageCond_NA,PavedDrive_Y,88,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2008,WD,Normal,81000
436,60,RL,43,10667,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Con1PosN,Con2Norm,1Fam,2Story,7,6,YearBuild_1996,YearRemodAdd_1996,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_GLQ,385,BsmtFinTyp2_ALQ,344,70,799,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,827,834,0,1661,1,0,2,1,3,1,KitchenQual_Gd,6,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1996,RFn,2,550,GarageQual_TA,GarageCond_TA,PavedDrive_Y,158,61,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,4,YrSold_2009,ConLw,Normal,212000
437,50,RM,40,4400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Con1Norm,Con2Norm,1Fam,1.5Fin,6,8,YearBuild_1920,YearRemodAdd_1950,Gable,CompShg,Ext1_Stucco,Ext2_Stucco,None,0,ExtQual_TA,ExtCond_TA,BrkTil,BsmtQual_Fa,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,648,648,HeatTyp_GasA,HeatQC_TA,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,KitchenQual_TA,6,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1990,Unf,2,440,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,10,YrSold_2006,WD,Normal,116000
438,45,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Con1Norm,Con2Norm,1Fam,1.5Unf,6,7,YearBuild_1926,YearRemodAdd_2004,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,884,884,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,KitchenQual_TA,4,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_1926,Unf,1,180,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,105,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,1,YrSold_2009,WD,Normal,119000
439,30,RL,40,4280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Con1Norm,Con2Norm,1Fam,1Story,5,6,YearBuild_1913,YearRemodAdd_2002,Gable,CompShg,Ext1_WdShing,Ext2_Stucco,None,0,ExtQual_TA,ExtCond_TA,PConc,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_LwQ,365,BsmtFinTyp2_Unf,0,75,440,HeatTyp_GasA,HeatQC_TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,KitchenQual_Gd,4,Typ,1,FireplaceQual_Gd,Detchd,GarageYrBlt_1990,Unf,1,352,GarageQual_Gd,GarageCond_TA,PavedDrive_P,0,0,34,0,0,0,PoolQC_NA,Fence_MnPrv,MisFeature_NA,0,3,YrSold_2007,WD,Normal,90350
440,50,RL,67,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Con1Norm,Con2Norm,1Fam,1.5Fin,6,8,YearBuild_1920,YearRemodAdd_2000,Gable,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_TA,ExtCond_Fa,BrkTil,BsmtQual_TA,BsmtCond_Fa,BsmtExpo_Mn,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,684,684,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,KitchenQual_Gd,7,Typ,0,FireplaceQual_NA,Detchd,GarageYrBlt_2005,Unf,2,528,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,46,0,0,0,0,PoolQC_NA,Fence_GdPrv,MisFeature_Shed,800,8,YrSold_2009,ConLI,Normal,110000
441,20,RL,105,15431,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Con1Norm,Con2Norm,1Fam,1Story,10,5,YearBuild_2008,YearRemodAdd_2008,Hip,CompShg,Ext1_VinylSd,Ext2_VinylSd,Stone,200,ExtQual_Ex,ExtCond_TA,PConc,BsmtQual_Ex,BsmtCond_TA,BsmtExpo_Gd,BsmtFinTyp1_GLQ,1767,BsmtFinTyp2_ALQ,539,788,3094,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,KitchenQual_Ex,10,Typ,2,FireplaceQual_Gd,Attchd,GarageYrBlt_2008,Fin,3,672,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,72,0,0,170,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,4,YrSold_2009,WD,Normal,555000
442,90,RL,92,12108,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Con1Norm,Con2Norm,Duplex,1Story,4,4,YearBuild_1955,YearRemodAdd_1955,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,BrkFace,270,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,133,BsmtFinTyp2_Unf,0,1307,1440,HeatTyp_GasA,HeatQC_TA,N,FuseF,1440,0,0,1440,0,0,2,0,4,2,KitchenQual_Fa,8,Typ,0,FireplaceQual_NA,NA,GarageYrBlt_NA,NA,0,0,GarageQual_NA,GarageCond_NA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,9,YrSold_2008,WD,Normal,118000
443,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Con1Norm,Con2Norm,1Fam,1.5Fin,5,7,YearBuild_1930,YearRemodAdd_1992,Gable,CompShg,Ext1_MetalSd,Ext2_MetalSd,None,0,ExtQual_TA,ExtCond_TA,PConc,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,1078,1078,HeatTyp_GasA,HeatQC_TA,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,KitchenQual_TA,8,Typ,1,FireplaceQual_Gd,Detchd,GarageYrBlt_1930,Unf,2,360,GarageQual_TA,GarageCond_TA,PavedDrive_P,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2008,WD,Normal,162900
444,120,RL,53,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Con1Norm,Con2Norm,TwnhsE,1Story,7,5,YearBuild_2006,YearRemodAdd_2007,Gable,CompShg,Ext1_WdShing,Ext2_Wd Shng,BrkFace,72,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Ex,BsmtCond_TA,BsmtExpo_Av,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,1258,1258,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,KitchenQual_Gd,6,Typ,1,FireplaceQual_Gd,Attchd,GarageYrBlt_2007,Fin,3,648,GarageQual_TA,GarageCond_TA,PavedDrive_Y,144,16,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2007,New,Partial,172500
445,60,RL,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Con1Norm,Con2Norm,1Fam,2Story,7,5,YearBuild_1994,YearRemodAdd_1995,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_GLQ,642,BsmtFinTyp2_Unf,0,273,915,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,KitchenQual_Gd,8,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1994,Unf,2,493,GarageQual_TA,GarageCond_TA,PavedDrive_Y,144,133,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2008,WD,Normal,210000
446,20,RL,73,9855,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Con1Norm,Con2Norm,1Fam,1Story,6,5,YearBuild_1956,YearRemodAdd_1956,Hip,CompShg,Ext1_Wd Sdng,Ext2_Wd Sdng,None,0,ExtQual_TA,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,1436,1436,HeatTyp_GasA,HeatQC_Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,KitchenQual_TA,7,Typ,1,FireplaceQual_Gd,Attchd,GarageYrBlt_1956,Unf,2,480,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_MnPrv,MisFeature_NA,0,11,YrSold_2009,COD,Normal,127500
447,20,RL,137,16492,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Con1PosA,Con2Norm,1Fam,1Story,6,6,YearBuild_1966,YearRemodAdd_2002,Gable,CompShg,Ext1_BrkFace,Ext2_Plywood,None,0,ExtQual_Gd,ExtCond_TA,CBlock,BsmtQual_TA,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_ALQ,247,BsmtFinTyp2_Rec,713,557,1517,HeatTyp_GasA,HeatQC_Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,KitchenQual_Gd,6,Mod,1,FireplaceQual_Gd,Attchd,GarageYrBlt_1966,Fin,2,578,GarageQual_TA,GarageCond_TA,PavedDrive_Y,0,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,6,YrSold_2010,WD,Normal,190000
448,60,RL,NA,11214,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Con1Norm,Con2Norm,1Fam,2Story,7,5,YearBuild_1998,YearRemodAdd_1999,Gable,CompShg,Ext1_VinylSd,Ext2_VinylSd,None,0,ExtQual_Gd,ExtCond_TA,PConc,BsmtQual_Gd,BsmtCond_TA,BsmtExpo_No,BsmtFinTyp1_Unf,0,BsmtFinTyp2_Unf,0,930,930,HeatTyp_GasA,HeatQC_Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,KitchenQual_Gd,10,Typ,1,FireplaceQual_TA,Attchd,GarageYrBlt_1998,Fin,2,431,GarageQual_TA,GarageCond_TA,PavedDrive_Y,89,0,0,0,0,0,PoolQC_NA,Fence_NA,MisFeature_NA,0,7,YrSold_2006,WD,Normal,199900
